dataset	sample_id	read_type	reads_path	has_truth	has_binning_gs	reads_bytes
strain	sample_78	short	/scratch/phyberos/cami/work/strain_short_read/short_read/2018.09.07_11.43.52_sample_78/reads/anonymous_reads.fq.gz	1	1	2068095186
strain	sample_79	short	/scratch/phyberos/cami/work/strain_short_read/short_read/2018.09.07_11.43.52_sample_79/reads/anonymous_reads.fq.gz	1	1	2068476021
strain	sample_80	short	/scratch/phyberos/cami/work/strain_short_read/short_read/2018.09.07_11.43.52_sample_80/reads/anonymous_reads.fq.gz	1	1	2068536352
strain	sample_81	short	/scratch/phyberos/cami/work/strain_short_read/short_read/2018.09.07_11.43.52_sample_81/reads/anonymous_reads.fq.gz	1	1	2069976829
strain	sample_82	short	/scratch/phyberos/cami/work/strain_short_read/short_read/2018.09.07_11.43.52_sample_82/reads/anonymous_reads.fq.gz	1	1	2067799469
strain	sample_83	short	/scratch/phyberos/cami/work/strain_short_read/short_read/2018.09.07_11.43.52_sample_83/reads/anonymous_reads.fq.gz	1	1	2068412110
strain	sample_84	short	/scratch/phyberos/cami/work/strain_short_read/short_read/2018.09.07_11.43.52_sample_84/reads/anonymous_reads.fq.gz	1	1	2068608841
strain	sample_85	short	/scratch/phyberos/cami/work/strain_short_read/short_read/2018.09.07_11.43.52_sample_85/reads/anonymous_reads.fq.gz	1	1	2069506652
strain	sample_86	short	/scratch/phyberos/cami/work/strain_short_read/short_read/2018.09.07_11.43.52_sample_86/reads/anonymous_reads.fq.gz	1	1	2068148472
strain	sample_87	short	/scratch/phyberos/cami/work/strain_short_read/short_read/2018.09.07_11.43.52_sample_87/reads/anonymous_reads.fq.gz	1	1	2067588148
strain	sample_88	short	/scratch/phyberos/cami/work/strain_short_read/short_read/2018.09.07_11.43.52_sample_88/reads/anonymous_reads.fq.gz	1	1	2068301969
strain	sample_89	short	/scratch/phyberos/cami/work/strain_short_read/short_read/2018.09.07_11.43.52_sample_89/reads/anonymous_reads.fq.gz	1	1	2067599376
strain	sample_90	short	/scratch/phyberos/cami/work/strain_short_read/short_read/2018.09.07_11.43.52_sample_90/reads/anonymous_reads.fq.gz	1	1	2068746387
strain	sample_91	short	/scratch/phyberos/cami/work/strain_short_read/short_read/2018.09.07_11.43.52_sample_91/reads/anonymous_reads.fq.gz	1	1	2068728239
strain	sample_92	short	/scratch/phyberos/cami/work/strain_short_read/short_read/2018.09.07_11.43.52_sample_92/reads/anonymous_reads.fq.gz	1	1	2069159361
strain	sample_93	short	/scratch/phyberos/cami/work/strain_short_read/short_read/2018.09.07_11.43.52_sample_93/reads/anonymous_reads.fq.gz	1	1	2068376669
strain	sample_94	short	/scratch/phyberos/cami/work/strain_short_read/short_read/2018.09.07_11.43.52_sample_94/reads/anonymous_reads.fq.gz	1	1	2069173995
strain	sample_95	short	/scratch/phyberos/cami/work/strain_short_read/short_read/2018.09.07_11.43.52_sample_95/reads/anonymous_reads.fq.gz	1	1	2068177870
strain	sample_96	short	/scratch/phyberos/cami/work/strain_short_read/short_read/2018.09.07_11.43.52_sample_96/reads/anonymous_reads.fq.gz	1	1	2069079352
strain	sample_97	short	/scratch/phyberos/cami/work/strain_short_read/short_read/2018.09.07_11.43.52_sample_97/reads/anonymous_reads.fq.gz	1	1	2068999473
strain	sample_98	short	/scratch/phyberos/cami/work/strain_short_read/short_read/2018.09.07_11.43.52_sample_98/reads/anonymous_reads.fq.gz	1	1	2069051032
strain	sample_99	short	/scratch/phyberos/cami/work/strain_short_read/short_read/2018.09.07_11.43.52_sample_99/reads/anonymous_reads.fq.gz	1	1	2068813147
strain_long	sample_0	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_0/reads/anonymous_reads.fq.gz	1	1	1941181107
strain_long	sample_1	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_1/reads/anonymous_reads.fq.gz	1	1	1941429879
strain_long	sample_2	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_2/reads/anonymous_reads.fq.gz	1	1	1940929329
strain_long	sample_3	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_3/reads/anonymous_reads.fq.gz	1	1	1940821031
strain_long	sample_4	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_4/reads/anonymous_reads.fq.gz	1	1	1940525404
strain_long	sample_5	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_5/reads/anonymous_reads.fq.gz	1	1	1940599269
strain_long	sample_6	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_6/reads/anonymous_reads.fq.gz	1	1	1941404043
strain_long	sample_7	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_7/reads/anonymous_reads.fq.gz	1	1	1940737155
strain_long	sample_8	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_8/reads/anonymous_reads.fq.gz	1	1	1941613082
strain_long	sample_9	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_9/reads/anonymous_reads.fq.gz	1	1	1940243122
strain_long	sample_10	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_10/reads/anonymous_reads.fq.gz	1	1	1941278662
strain_long	sample_11	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_11/reads/anonymous_reads.fq.gz	1	1	1941056117
strain_long	sample_12	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_12/reads/anonymous_reads.fq.gz	1	1	1940812387
strain_long	sample_13	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_13/reads/anonymous_reads.fq.gz	1	1	1941246109
strain_long	sample_14	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_14/reads/anonymous_reads.fq.gz	1	1	1940363741
strain_long	sample_15	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_15/reads/anonymous_reads.fq.gz	1	1	1940888033
strain_long	sample_16	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_16/reads/anonymous_reads.fq.gz	1	1	1940982529
strain_long	sample_17	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_17/reads/anonymous_reads.fq.gz	1	1	1941975157
strain_long	sample_18	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_18/reads/anonymous_reads.fq.gz	1	1	1941172287
strain_long	sample_19	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_19/reads/anonymous_reads.fq.gz	1	1	1942519993
strain_long	sample_20	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_20/reads/anonymous_reads.fq.gz	1	1	1941772908
strain_long	sample_21	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_21/reads/anonymous_reads.fq.gz	1	1	1942629349
strain_long	sample_22	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_22/reads/anonymous_reads.fq.gz	1	1	1940763931
strain_long	sample_23	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_23/reads/anonymous_reads.fq.gz	1	1	1941612438
strain_long	sample_24	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_24/reads/anonymous_reads.fq.gz	1	1	1941206719
strain_long	sample_25	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_25/reads/anonymous_reads.fq.gz	1	1	1940768525
strain_long	sample_26	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_26/reads/anonymous_reads.fq.gz	1	1	1940768877
strain_long	sample_27	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_27/reads/anonymous_reads.fq.gz	1	1	1940628669
strain_long	sample_28	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_28/reads/anonymous_reads.fq.gz	1	1	1940980342
strain_long	sample_29	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_29/reads/anonymous_reads.fq.gz	1	1	1938719252
strain_long	sample_30	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_30/reads/anonymous_reads.fq.gz	1	1	1940795620
strain_long	sample_31	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_31/reads/anonymous_reads.fq.gz	1	1	1941004660
strain_long	sample_32	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_32/reads/anonymous_reads.fq.gz	1	1	1939692252
strain_long	sample_33	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_33/reads/anonymous_reads.fq.gz	1	1	1942060554
strain_long	sample_34	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_34/reads/anonymous_reads.fq.gz	1	1	1940640722
strain_long	sample_35	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_35/reads/anonymous_reads.fq.gz	1	1	1940011231
strain_long	sample_36	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_36/reads/anonymous_reads.fq.gz	1	1	1940743163
strain_long	sample_37	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_37/reads/anonymous_reads.fq.gz	1	1	1940338477
strain_long	sample_38	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_38/reads/anonymous_reads.fq.gz	1	1	1940218283
strain_long	sample_39	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_39/reads/anonymous_reads.fq.gz	1	1	1940893870
strain_long	sample_40	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_40/reads/anonymous_reads.fq.gz	1	1	1941063498
strain_long	sample_41	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_41/reads/anonymous_reads.fq.gz	1	1	1940936851
strain_long	sample_42	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_42/reads/anonymous_reads.fq.gz	1	1	1940876929
strain_long	sample_43	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_43/reads/anonymous_reads.fq.gz	1	1	1941140469
strain_long	sample_44	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_44/reads/anonymous_reads.fq.gz	1	1	1940259162
strain_long	sample_45	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_45/reads/anonymous_reads.fq.gz	1	1	1940658999
strain_long	sample_46	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_46/reads/anonymous_reads.fq.gz	1	1	1940664943
strain_long	sample_47	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_47/reads/anonymous_reads.fq.gz	1	1	1942063875
strain_long	sample_48	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_48/reads/anonymous_reads.fq.gz	1	1	1941014055
strain_long	sample_49	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_49/reads/anonymous_reads.fq.gz	1	1	1940312067
strain_long	sample_50	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_50/reads/anonymous_reads.fq.gz	1	1	1940879344
strain_long	sample_51	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_51/reads/anonymous_reads.fq.gz	1	1	1941222142
strain_long	sample_52	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_52/reads/anonymous_reads.fq.gz	1	1	1941247794
strain_long	sample_53	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_53/reads/anonymous_reads.fq.gz	1	1	1940895340
strain_long	sample_54	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_54/reads/anonymous_reads.fq.gz	1	1	1940845769
strain_long	sample_55	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_55/reads/anonymous_reads.fq.gz	1	1	1941948153
strain_long	sample_56	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_56/reads/anonymous_reads.fq.gz	1	1	1940741752
strain_long	sample_57	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_57/reads/anonymous_reads.fq.gz	1	1	1941106028
strain_long	sample_58	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_58/reads/anonymous_reads.fq.gz	1	1	1942001112
strain_long	sample_59	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_59/reads/anonymous_reads.fq.gz	1	1	1941120294
strain_long	sample_60	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_60/reads/anonymous_reads.fq.gz	1	1	1940808295
strain_long	sample_61	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_61/reads/anonymous_reads.fq.gz	1	1	1940542232
strain_long	sample_62	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_62/reads/anonymous_reads.fq.gz	1	1	1940285732
strain_long	sample_63	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_63/reads/anonymous_reads.fq.gz	1	1	1940971241
strain_long	sample_64	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_64/reads/anonymous_reads.fq.gz	1	1	1940793219
strain_long	sample_65	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_65/reads/anonymous_reads.fq.gz	1	1	1941150287
strain_long	sample_66	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_66/reads/anonymous_reads.fq.gz	1	1	1940369227
strain_long	sample_67	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_67/reads/anonymous_reads.fq.gz	1	1	1940921755
strain_long	sample_68	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_68/reads/anonymous_reads.fq.gz	1	1	1940358731
strain_long	sample_69	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_69/reads/anonymous_reads.fq.gz	1	1	1941193270
strain_long	sample_70	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_70/reads/anonymous_reads.fq.gz	1	1	1941233690
strain_long	sample_71	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_71/reads/anonymous_reads.fq.gz	1	1	1940400392
strain_long	sample_72	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_72/reads/anonymous_reads.fq.gz	1	1	1941582704
strain_long	sample_73	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_73/reads/anonymous_reads.fq.gz	1	1	1940286889
strain_long	sample_74	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_74/reads/anonymous_reads.fq.gz	1	1	1941244033
strain_long	sample_75	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_75/reads/anonymous_reads.fq.gz	1	1	1940924436
strain_long	sample_76	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_76/reads/anonymous_reads.fq.gz	1	1	1941268803
strain_long	sample_77	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_77/reads/anonymous_reads.fq.gz	1	1	1941231623
strain_long	sample_78	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_78/reads/anonymous_reads.fq.gz	1	1	1941155806
strain_long	sample_79	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_79/reads/anonymous_reads.fq.gz	1	1	1940977657
strain_long	sample_80	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_80/reads/anonymous_reads.fq.gz	1	1	1941033853
strain_long	sample_81	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_81/reads/anonymous_reads.fq.gz	1	1	1940467918
strain_long	sample_82	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_82/reads/anonymous_reads.fq.gz	1	1	1940976976
strain_long	sample_83	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_83/reads/anonymous_reads.fq.gz	1	1	1941701915
strain_long	sample_84	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_84/reads/anonymous_reads.fq.gz	1	1	1941199769
strain_long	sample_85	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_85/reads/anonymous_reads.fq.gz	1	1	1940864094
strain_long	sample_86	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_86/reads/anonymous_reads.fq.gz	1	1	1940322214
strain_long	sample_87	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_87/reads/anonymous_reads.fq.gz	1	1	1941114894
strain_long	sample_88	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_88/reads/anonymous_reads.fq.gz	1	1	1941571071
strain_long	sample_89	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_89/reads/anonymous_reads.fq.gz	1	1	1942414731
strain_long	sample_90	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_90/reads/anonymous_reads.fq.gz	1	1	1941624570
strain_long	sample_91	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_91/reads/anonymous_reads.fq.gz	1	1	1941362580
strain_long	sample_92	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_92/reads/anonymous_reads.fq.gz	1	1	1941324832
strain_long	sample_93	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_93/reads/anonymous_reads.fq.gz	1	1	1941936198
strain_long	sample_94	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_94/reads/anonymous_reads.fq.gz	1	1	1941302608
strain_long	sample_95	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_95/reads/anonymous_reads.fq.gz	1	1	1940981286
strain_long	sample_96	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_96/reads/anonymous_reads.fq.gz	1	1	1941000825
strain_long	sample_97	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_97/reads/anonymous_reads.fq.gz	1	1	1940758261
strain_long	sample_98	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_98/reads/anonymous_reads.fq.gz	1	1	1940674195
strain_long	sample_99	long	/scratch/phyberos/cami/work/strain_long_read/long_read/2018.09.20_11.17.07_sample_99/reads/anonymous_reads.fq.gz	1	1	1941931417
toy_hmp_airskinurogenital	sample_0	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_0/reads/anonymous_reads.fq.gz	1	1	5166595457
toy_hmp_airskinurogenital	sample_1	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_1/reads/anonymous_reads.fq.gz	1	1	5168463315
toy_hmp_airskinurogenital	sample_2	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_2/reads/anonymous_reads.fq.gz	1	1	5177372045
toy_hmp_airskinurogenital	sample_3	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_3/reads/anonymous_reads.fq.gz	1	1	5181703285
toy_hmp_airskinurogenital	sample_4	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_4/reads/anonymous_reads.fq.gz	1	1	5176675503
toy_hmp_airskinurogenital	sample_5	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_5/reads/anonymous_reads.fq.gz	1	1	5176814844
toy_hmp_airskinurogenital	sample_6	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_6/reads/anonymous_reads.fq.gz	1	1	4677606159
toy_hmp_airskinurogenital	sample_7	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_7/reads/anonymous_reads.fq.gz	1	1	5176056774
toy_hmp_airskinurogenital	sample_8	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_8/reads/anonymous_reads.fq.gz	1	1	5175462604
toy_hmp_airskinurogenital	sample_9	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_9/reads/anonymous_reads.fq.gz	1	1	5179226433
toy_hmp_airskinurogenital	sample_10	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_10/reads/anonymous_reads.fq.gz	1	1	5180088810
toy_hmp_airskinurogenital	sample_11	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_11/reads/anonymous_reads.fq.gz	1	1	5177742378
toy_hmp_airskinurogenital	sample_12	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_12/reads/anonymous_reads.fq.gz	1	1	5182546456
toy_hmp_airskinurogenital	sample_13	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_13/reads/anonymous_reads.fq.gz	1	1	5172607913
toy_hmp_airskinurogenital	sample_14	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_14/reads/anonymous_reads.fq.gz	1	1	5170648686
toy_hmp_airskinurogenital	sample_15	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_15/reads/anonymous_reads.fq.gz	1	1	5171155740
toy_hmp_airskinurogenital	sample_16	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_16/reads/anonymous_reads.fq.gz	1	1	5168258211
toy_hmp_airskinurogenital	sample_17	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_17/reads/anonymous_reads.fq.gz	1	1	5170558738
toy_hmp_airskinurogenital	sample_18	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_18/reads/anonymous_reads.fq.gz	1	1	5170853078
toy_hmp_airskinurogenital	sample_19	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_19/reads/anonymous_reads.fq.gz	1	1	5171132441
toy_hmp_airskinurogenital	sample_20	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_20/reads/anonymous_reads.fq.gz	1	1	5174493323
toy_hmp_airskinurogenital	sample_21	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_21/reads/anonymous_reads.fq.gz	1	1	5165722617
toy_hmp_airskinurogenital	sample_22	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_22/reads/anonymous_reads.fq.gz	1	1	5174710445
toy_hmp_airskinurogenital	sample_23	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_23/reads/anonymous_reads.fq.gz	1	1	5177361134
toy_hmp_airskinurogenital	sample_24	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_24/reads/anonymous_reads.fq.gz	1	1	5181341313
toy_hmp_airskinurogenital	sample_25	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_25/reads/anonymous_reads.fq.gz	1	1	5175984387
toy_hmp_airskinurogenital	sample_26	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_26/reads/anonymous_reads.fq.gz	1	1	5180252434
toy_hmp_airskinurogenital	sample_27	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_27/reads/anonymous_reads.fq.gz	1	1	5174468754
toy_hmp_airskinurogenital	sample_28	short	/scratch/phyberos/cami/work/airskinurogenital_short_read/2017.12.04_18.56.22_sample_28/reads/anonymous_reads.fq.gz	1	1	5171120087
toy_hmp_gastrooral	sample_0	short	/scratch/phyberos/cami/work/gastrooral_short_read/2017.12.04_18.45.54_sample_0/reads/anonymous_reads.fq.gz	1	1	4663202656
toy_hmp_gastrooral	sample_1	short	/scratch/phyberos/cami/work/gastrooral_short_read/2017.12.04_18.45.54_sample_1/reads/anonymous_reads.fq.gz	1	1	5167375054
toy_hmp_gastrooral	sample_2	short	/scratch/phyberos/cami/work/gastrooral_short_read/2017.12.04_18.45.54_sample_2/reads/anonymous_reads.fq.gz	1	1	5163856060
toy_hmp_gastrooral	sample_3	short	/scratch/phyberos/cami/work/gastrooral_short_read/2017.12.04_18.45.54_sample_3/reads/anonymous_reads.fq.gz	1	1	5167143856
toy_hmp_gastrooral	sample_4	short	/scratch/phyberos/cami/work/gastrooral_short_read/2017.12.04_18.45.54_sample_4/reads/anonymous_reads.fq.gz	1	1	5169832342
toy_hmp_gastrooral	sample_5	short	/scratch/phyberos/cami/work/gastrooral_short_read/2017.12.04_18.45.54_sample_5/reads/anonymous_reads.fq.gz	1	1	5168215837
toy_hmp_gastrooral	sample_6	short	/scratch/phyberos/cami/work/gastrooral_short_read/2017.12.04_18.45.54_sample_6/reads/anonymous_reads.fq.gz	1	1	4672658577
toy_hmp_gastrooral	sample_7	short	/scratch/phyberos/cami/work/gastrooral_short_read/2017.12.04_18.45.54_sample_7/reads/anonymous_reads.fq.gz	1	1	5174753335
toy_hmp_gastrooral	sample_8	short	/scratch/phyberos/cami/work/gastrooral_short_read/2017.12.04_18.45.54_sample_8/reads/anonymous_reads.fq.gz	1	1	5175133013
toy_hmp_gastrooral	sample_9	short	/scratch/phyberos/cami/work/gastrooral_short_read/2017.12.04_18.45.54_sample_9/reads/anonymous_reads.fq.gz	1	1	5160555244
toy_hmp_gastrooral	sample_10	short	/scratch/phyberos/cami/work/gastrooral_short_read/2017.12.04_18.45.54_sample_10/reads/anonymous_reads.fq.gz	1	1	5169735361
toy_hmp_gastrooral	sample_11	short	/scratch/phyberos/cami/work/gastrooral_short_read/2017.12.04_18.45.54_sample_11/reads/anonymous_reads.fq.gz	1	1	5167853365
toy_hmp_gastrooral	sample_12	short	/scratch/phyberos/cami/work/gastrooral_short_read/2017.12.04_18.45.54_sample_12/reads/anonymous_reads.fq.gz	1	1	5170269091
toy_hmp_gastrooral	sample_13	short	/scratch/phyberos/cami/work/gastrooral_short_read/2017.12.04_18.45.54_sample_13/reads/anonymous_reads.fq.gz	1	1	5170918830
